36;-35
-78;91
-98;73
-56;99
60;-12
66;98
21;56
-63;88
-90;-60
-9;38
28;83
86;90
16;34
1;-42
-58;-96
-69;27
76;28
10;74
-8;-37
31;57
5;22
-7;72
98;-95
50;74
-91;-33
52;91
65;-49
-96;-66
-39;35
-22;32
58;-13
85;-92
74;29
43;-82
0;39
64;-13
-21;46
81;69
-36;-8
-15;-70
-99;21
92;-29
19;47
74;62
16;-74
-68;-2
77;21
-10;-79
-2;37
-68;-42
37;-55
-57;5
28;5
-90;49
-51;-70
51;-6
-56;0
-19;-1
-11;12
-83;-5
7;45
95;35
-68;23
98;87
-1;86
-80;-23
-28;-95
-63;-22
-22;-93
-29;26
64;34
71;-56
46;10
8;78
-1;88
24;-92
87;38
87;-57
-82;-84
46;14
-49;50
60;-49
-39;8
-23;-70
-2;-97
57;71
-69;91
56;-16
-56;60
-82;-56
92;26
53;-29
51;-88
-80;-86
-54;32
70;58
-12;-45
-95;-13
-76;43
-72;-42
-38;27
-38;-36
-52;29
-19;-92
-49;36
-21;18
-43;77
-73;-20
31;31
-45;71
-59;33
6;36
-25;11
88;-42
-61;-39
85;89
-95;-35
-40;75
-32;-49
57;26
56;-37
82;-64
63;-51
39;1
52;-54
-19;72
91;-20
-8;6
17;-2
44;-39
24;-67
-100;-23
-77;20
32;-95
-72;-37
98;31
48;-100
-25;-31
-100;-86
65;-98
25;-64
-5;96
-73;-60
1;-86
-56;-57
-65;-83
28;44
96;81
-40;40
-70;48
74;19
0;38
-4;-63
-97;29
24;-92
-23;-65
-3;-10
-42;-40
61;-8
-92;-94
77;12
-80;-77
-4;47
60;-40
89;96
80;-94
-65;51
15;51
-61;16
-65;-24
-71;-21
-19;-77
6;39
60;3
40;-32
62;-100
-41;-7
-15;-98
45;41
-12;47
28;-27
88;9
84;-13
17;27
-64;-96
-44;-12
62;-30
16;70
34;2
5;22
17;-54
-5;-100
-4;-62
-6;-38
11;-93
-10;-78
-62;-4
-95;-8
-50;-55
44;-4
