-25.4084;-27.9721
-25.1072;25.9942
24.193;-20.0655
-25.9895;25.1442
-27.5016;-26.6559
-26.1666;-22.2361
25.7294;-20.0535
-27.8375;-24.026
26.5509;31.826
-25.2772;-27.9872
-22.6414;-26.8539
20.1061;-26.0248
-26.0652;-27.8045
21.3504;-28.4176
-24.6071;25.9196
-24.0619;25.3465
-24.5851;24.0901
28.3338;18.8449
24.971;18.0001
-27.5815;-23.4717
-25.4553;-22.0347
-25.9205;25.3908
-25.4265;24.0955
-24.6116;-27.9748
26.3499;18.1314
19.0703;21.2799
21.1438;-21.8173
-26.6;-27.5377
-27.8554;-24.0799
-25.6178;24.2137
29.6156;-23.0774
-24.2875;25.7017
21.7152;-28.7696
-25.1923;25.9813
-27.4016;-26.7979
-25.1684;-27.9953
-25.8682;24.5037
-25.9621;-27.8415
27.8894;-29.0806
-24.7686;-22.0089
-24.9725;25.9996
-25.7401;24.3275
-27.9096;-24.2693
-25.9617;24.726
-24.4607;25.8421
31.5258;27.5325
-24.8279;-27.9951
27.6265;-29.2546
19.0984;28.7645
19.4633;20.7169
26.3888;31.8608
29.5671;19.6952
23.4794;18.1671
27.5709;-20.7116
21.3685;-28.4369
-24.8326;24.0141
20.1655;-23.7241
-26.8964;-27.3245
-24.9724;-27.9999
-25.5194;-22.0453
25.4546;18.0148
31.9147;26.0894
-26.8146;-27.389
18.2712;23.0705
-24.1978;24.4029
-24.5102;25.8719
22.4685;-20.6882
20.8685;-22.1839
27.152;31.661
22.6974;-29.4382
29.1795;-27.7444
20.6071;19.55
18.5941;22.1779
25.6383;-20.0409
-25.6359;25.7718
24.4469;-29.9693
-27.9159;-24.2945
-25.2184;-22.008
-24.8214;24.0161
-25.5361;-27.9517
24.0754;-29.9138
-24.2006;-27.8915
-25.3888;25.9213
23.9166;-29.8812
-23.8459;-22.2309
28.9813;-21.9752
-23.3342;-27.495
-27.6484;-26.4092
20.9156;19.3151
22.818;-29.4988
23.4963;-20.2315
-25.0181;24.0002
27.8544;-20.8949
24.9498;-20.0003
29.678;30.2073
26.9125;-20.3802
27.3269;18.3981
26.0187;31.9255
18.8717;21.617
29.3412;19.5087
22.7443;-29.4623
-22.4323;-26.5515
23.8907;31.9116
-22.7518;-26.9864
-24.3636;-22.0683
-27.1898;-27.0505
26.9364;31.7268
25.0445;-20.0002
-24.77;24.0268
-26.0532;-27.8091
-24.9129;24.0038
23.8371;-29.8629
-24.4055;25.8041
-23.5056;-22.3987
27.9344;18.6447
-24.4095;25.807
27.0066;-29.5797
-22.281;-23.7322
-25.3479;25.9375
-24.7379;-22.0115
21.3574;19.0224
20.8629;30.6467
-25.5908;24.1932
-25.6328;25.7744
26.3915;31.8603
31.9639;24.2901
22.2221;18.5748
20.8217;30.6162
18.8374;28.3199
22.8647;-20.4789
26.0228;-20.1057
-25.2674;-27.9881
-25.0578;24.0017
21.1322;30.8344
21.6662;18.8449
-25.7059;24.2917
-24.0784;24.6119
-24.1468;-22.1239
-25.1737;24.0152
31.7168;26.971
-22.4811;-26.6295
-22.3143;-26.3368
29.1057;30.6695
24.121;18.0554
21.7803;-21.1747
25.7109;-29.9492
-25.5198;24.1457
28.1277;31.2624
18.9766;28.5663
-25.418;-27.9707
26.2004;-29.8538
25.7505;18.0403
-24.2859;-22.0862
27.8085;-20.8633
-24.6994;25.9538
31.081;21.5328
26.6395;18.1947
31.7849;26.7221
-24.4659;24.1546
-24.2864;24.2994
-24.3618;25.7699
-26.9588;-22.7278
-22.1993;-23.9248
-24.3875;25.7905
24.5816;-20.0175
29.6498;-23.1618
28.06;-28.9543
23.0286;-29.595
28.8407;-21.7986
23.8451;-20.1352
23.3953;-20.2645
26.522;-29.7627
25.5718;-20.0328
25.7942;18.0452
-24.8103;24.0182
26.9581;-20.3994
-24.8909;24.006
-24.3644;24.228
28.9389;30.7867
-24.8696;-27.9972
-24.481;24.1452
27.2294;-29.4754
-24.1343;24.4995
-24.755;-22.01
25.903;-20.0822
25.3347;31.992
-24.7679;-27.991
-24.5686;24.0979
24.0973;31.9415
29.1092;-22.1514
-24.8558;24.0105
-26.1354;-27.7769
22.1346;31.3866
-24.0869;25.4078
-25.8443;24.4642
-24.3679;-22.0673
-24.9021;24.0048
-24.9979;26
24.957;18.0001
26.8025;-29.6638
